neighborhood_manhattan,neighborhood_brooklyn,neighborhood_bronx,neighborhood_queens,neighborhood_staten_island,room_type_private,room_type_entire,room_type_shared,number_of_reviews,reviews_per_month,calculated_host_listings_count
0,0,0,1,0,0,1,0,61,2.46,5
1,0,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,0,1,0,6,2.5,1
1,0,0,0,0,0,1,0,11,0.28,1
1,0,0,0,0,1,0,0,32,4.0,4
0,1,0,0,0,1,0,0,31,1.05,1
0,1,0,0,0,0,1,0,12,0.32,1
1,0,0,0,0,0,1,0,23,0.47,1
0,1,0,0,0,1,0,0,8,0.38,1
1,0,0,0,0,0,1,0,0,0.0,3
0,1,0,0,0,1,0,0,43,1.19,4
0,1,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,3,0.3,1
0,1,0,0,0,1,0,0,73,1.19,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,54,1.55,1
1,0,0,0,0,0,1,0,2,0.15,1
0,1,0,0,0,1,0,0,90,1.39,1
0,0,1,0,0,1,0,0,2,0.06,1
0,1,0,0,0,1,0,0,8,3.38,2
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,39,0.52,2
0,0,0,0,1,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,7,0.41,1
0,1,0,0,0,1,0,0,0,0.0,6
0,1,0,0,0,1,0,0,0,0.0,2
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,4,0.09,1
0,1,0,0,0,1,0,0,140,4.0,2
0,1,0,0,0,0,1,0,2,2.0,1
0,1,0,0,0,0,1,0,172,3.6,5
0,1,0,0,0,0,1,0,7,0.59,2
1,0,0,0,0,0,1,0,7,3.62,1
1,0,0,0,0,0,1,0,5,0.38,25
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,5,5.0,1
0,0,0,1,0,1,0,0,50,4.25,9
1,0,0,0,0,0,1,0,15,2.68,2
1,0,0,0,0,0,1,0,5,0.53,1
1,0,0,0,0,0,1,0,160,2.31,1
1,0,0,0,0,0,1,0,1,0.01,1
0,1,0,0,0,0,1,0,64,3.41,2
0,1,0,0,0,1,0,0,2,0.32,1
1,0,0,0,0,1,0,0,97,3.57,2
0,1,0,0,0,0,1,0,5,2.83,4
1,0,0,0,0,0,1,0,6,0.62,1
1,0,0,0,0,0,1,0,1,0.04,31
1,0,0,0,0,1,0,0,112,2.29,1
1,0,0,0,0,0,1,0,18,0.87,1
1,0,0,0,0,0,1,0,33,0.43,1
0,1,0,0,0,0,1,0,1,0.37,5
1,0,0,0,0,1,0,0,2,0.05,2
1,0,0,0,0,1,0,0,4,0.61,30
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,0,1,3,0.18,1
1,0,0,0,0,1,0,0,2,0.09,4
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,4,0.13,1
0,1,0,0,0,1,0,0,36,0.41,4
0,1,0,0,0,1,0,0,77,2.51,2
1,0,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,0,1,0,201,4.87,1
0,0,0,1,0,0,1,0,1,1.0,4
1,0,0,0,0,1,0,0,1,0.07,2
0,0,1,0,0,0,1,0,22,2.4,1
0,1,0,0,0,0,1,0,7,0.93,1
1,0,0,0,0,0,1,0,1,0.12,87
1,0,0,0,0,0,0,1,10,2.91,3
0,1,0,0,0,1,0,0,9,0.2,1
0,1,0,0,0,0,1,0,92,1.97,2
1,0,0,0,0,0,1,0,18,2.32,1
1,0,0,0,0,0,1,0,85,1.52,1
0,0,0,1,0,0,1,0,2,0.11,1
1,0,0,0,0,0,1,0,36,0.98,1
0,1,0,0,0,1,0,0,156,2.43,2
0,1,0,0,0,0,1,0,2,0.04,1
0,0,1,0,0,1,0,0,23,0.96,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,8,0.4,1
0,1,0,0,0,1,0,0,3,1.14,4
0,1,0,0,0,1,0,0,1,0.12,2
1,0,0,0,0,1,0,0,1,0.09,103
1,0,0,0,0,0,0,1,1,0.04,1
0,1,0,0,0,1,0,0,5,1.0,2
0,1,0,0,0,0,1,0,4,0.11,1
1,0,0,0,0,0,1,0,5,0.11,1
0,1,0,0,0,1,0,0,0,0.0,2
1,0,0,0,0,1,0,0,41,1.34,3
0,0,0,1,0,1,0,0,26,3.84,1
0,0,0,1,0,1,0,0,75,1.27,3
1,0,0,0,0,0,1,0,3,0.06,1
1,0,0,0,0,0,1,0,18,2.19,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,11,0.38,2
0,0,1,0,0,1,0,0,6,0.23,1
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,2,0.42,2
0,1,0,0,0,1,0,0,1,0.02,1
0,1,0,0,0,1,0,0,30,1.21,1
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,2,0.05,1
0,0,0,1,0,1,0,0,74,3.19,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,93,4.07,2
1,0,0,0,0,0,1,0,1,0.18,4
0,1,0,0,0,1,0,0,1,1.0,1
0,0,0,1,0,1,0,0,132,1.74,1
0,0,0,1,0,1,0,0,6,0.18,1
0,1,0,0,0,0,1,0,5,1.2,1
1,0,0,0,0,0,1,0,13,0.25,34
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,10,0.61,1
0,1,0,0,0,0,1,0,12,0.52,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,25
0,1,0,0,0,0,1,0,59,2.31,1
0,1,0,0,0,0,1,0,8,0.26,8
0,0,0,1,0,1,0,0,1,0.05,1
1,0,0,0,0,0,1,0,13,4.94,1
0,1,0,0,0,0,1,0,1,0.01,1
0,1,0,0,0,1,0,0,9,0.22,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,20,3.82,6
1,0,0,0,0,0,1,0,7,0.14,1
1,0,0,0,0,1,0,0,1,0.03,1
0,1,0,0,0,0,1,0,14,0.28,1
1,0,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,0,0.0,232
0,1,0,0,0,0,1,0,5,2.94,1
0,1,0,0,0,1,0,0,27,1.69,7
0,0,0,1,0,1,0,0,4,0.19,1
1,0,0,0,0,0,1,0,54,3.72,1
1,0,0,0,0,1,0,0,23,1.03,1
1,0,0,0,0,0,1,0,1,0.08,96
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,10,0.87,1
0,0,0,1,0,1,0,0,108,2.68,3
0,0,0,1,0,1,0,0,0,0.0,18
0,0,0,0,1,0,1,0,21,0.26,4
0,1,0,0,0,1,0,0,13,0.38,1
1,0,0,0,0,1,0,0,28,0.82,2
0,0,0,1,0,1,0,0,6,5.45,1
0,1,0,0,0,0,1,0,18,3.12,1
1,0,0,0,0,1,0,0,34,0.73,4
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,10,0.46,1
1,0,0,0,0,0,1,0,100,1.14,1
0,1,0,0,0,1,0,0,27,0.78,1
1,0,0,0,0,0,1,0,84,2.92,2
1,0,0,0,0,0,1,0,1,0.02,1
0,0,1,0,0,1,0,0,7,0.41,2
1,0,0,0,0,0,1,0,20,3.02,1
1,0,0,0,0,0,1,0,17,1.42,2
1,0,0,0,0,0,1,0,1,0.23,1
0,1,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,0,1,0,61,2.04,1
0,0,1,0,0,1,0,0,4,1.9,2
1,0,0,0,0,1,0,0,3,0.39,2
0,1,0,0,0,0,1,0,2,0.17,1
1,0,0,0,0,0,1,0,6,0.15,1
0,1,0,0,0,0,1,0,1,1.0,3
0,0,0,1,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,20,0.31,1
1,0,0,0,0,0,0,1,59,3.64,6
0,0,0,1,0,0,1,0,8,6.32,8
0,1,0,0,0,1,0,0,19,0.24,3
0,1,0,0,0,1,0,0,0,0.0,5
0,1,0,0,0,1,0,0,107,2.03,2
1,0,0,0,0,0,1,0,0,0.0,65
0,1,0,0,0,1,0,0,21,1.91,1
0,1,0,0,0,1,0,0,107,3.04,1
0,1,0,0,0,1,0,0,1,0.11,1
0,1,0,0,0,1,0,0,3,0.13,1
1,0,0,0,0,0,1,0,163,4.18,1
1,0,0,0,0,0,1,0,2,2.0,1
1,0,0,0,0,0,1,0,8,0.37,16
1,0,0,0,0,0,1,0,9,0.26,1
0,1,0,0,0,1,0,0,65,3.88,1
1,0,0,0,0,0,1,0,5,0.16,96
0,1,0,0,0,0,1,0,6,0.27,1
0,1,0,0,0,1,0,0,95,4.37,6
0,1,0,0,0,0,1,0,2,0.08,1
1,0,0,0,0,0,0,1,5,0.76,28
0,0,0,1,0,1,0,0,15,1.33,1
0,1,0,0,0,1,0,0,20,0.34,1
0,1,0,0,0,1,0,0,1,0.03,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,6,2.9,2
0,0,0,1,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,1,0,0,10,0.71,8
0,0,0,1,0,1,0,0,1,0.11,1
1,0,0,0,0,0,1,0,9,0.18,2
0,0,0,1,0,1,0,0,13,0.58,2
0,1,0,0,0,0,1,0,7,0.19,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,4
0,1,0,0,0,1,0,0,1,0.44,1
1,0,0,0,0,1,0,0,12,0.42,1
0,1,0,0,0,0,0,1,1,0.04,1
1,0,0,0,0,0,1,0,53,1.67,1
0,1,0,0,0,0,1,0,0,0.0,2
1,0,0,0,0,1,0,0,39,1.56,1
0,1,0,0,0,1,0,0,21,1.46,1
1,0,0,0,0,0,1,0,4,0.16,1
0,1,0,0,0,0,1,0,3,0.31,1
0,0,0,1,0,0,1,0,24,1.99,1
1,0,0,0,0,0,1,0,29,1.17,1
1,0,0,0,0,0,1,0,6,2.77,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,1,0.05,1
0,1,0,0,0,0,1,0,26,0.56,2
0,1,0,0,0,1,0,0,148,11.68,6
1,0,0,0,0,0,1,0,10,1.86,1
0,1,0,0,0,1,0,0,0,0.0,2
0,0,0,1,0,0,1,0,3,0.27,1
0,1,0,0,0,1,0,0,1,0.04,2
1,0,0,0,0,0,1,0,2,1.36,1
0,1,0,0,0,1,0,0,29,1.51,1
0,1,0,0,0,0,1,0,30,0.79,3
0,1,0,0,0,0,1,0,198,4.48,1
0,1,0,0,0,0,1,0,1,0.16,1
0,1,0,0,0,0,1,0,13,0.35,1
0,1,0,0,0,1,0,0,32,0.43,3
1,0,0,0,0,1,0,0,5,0.66,4
0,0,1,0,0,0,1,0,2,2.0,1
0,1,0,0,0,1,0,0,25,2.19,3
0,0,0,1,0,0,1,0,14,1.94,1
1,0,0,0,0,0,1,0,0,0.0,96
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,2,0.05,1
0,0,0,1,0,1,0,0,101,7.03,3
0,1,0,0,0,1,0,0,1,0.38,1
1,0,0,0,0,1,0,0,1,0.05,1
0,1,0,0,0,1,0,0,162,2.26,15
1,0,0,0,0,0,1,0,6,0.16,1
0,1,0,0,0,0,1,0,25,0.53,2
0,1,0,0,0,1,0,0,2,0.04,1
1,0,0,0,0,0,1,0,1,0.11,91
0,1,0,0,0,0,1,0,3,0.08,1
1,0,0,0,0,0,1,0,4,0.63,49
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,0,1,0,1,0.16,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,96,2.5,2
1,0,0,0,0,0,1,0,3,0.07,1
1,0,0,0,0,1,0,0,135,6.78,1
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,0,1,0,0,0.0,2
1,0,0,0,0,0,1,0,0,0.0,3
0,1,0,0,0,1,0,0,2,0.06,2
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,5,1.17,5
1,0,0,0,0,1,0,0,2,2.0,5
0,1,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,0,1,0,15,1.53,1
0,0,0,1,0,0,1,0,17,0.49,1
1,0,0,0,0,0,1,0,10,0.92,1
1,0,0,0,0,0,1,0,54,0.72,1
0,1,0,0,0,0,1,0,223,3.91,1
0,1,0,0,0,0,1,0,22,1.61,3
0,1,0,0,0,1,0,0,1,0.05,1
0,1,0,0,0,0,1,0,42,0.61,1
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,10,0.33,1
1,0,0,0,0,0,1,0,17,0.46,1
1,0,0,0,0,1,0,0,23,3.37,1
0,1,0,0,0,1,0,0,2,0.02,3
0,0,0,1,0,1,0,0,10,3.13,3
0,1,0,0,0,0,1,0,44,2.66,1
0,0,0,1,0,0,1,0,4,0.12,1
1,0,0,0,0,0,1,0,25,0.36,1
0,1,0,0,0,1,0,0,43,2.65,1
1,0,0,0,0,1,0,0,12,7.83,7
1,0,0,0,0,0,1,0,8,1.26,1
0,1,0,0,0,0,1,0,1,0.02,2
0,0,0,1,0,1,0,0,3,0.06,1
1,0,0,0,0,0,1,0,1,0.16,1
1,0,0,0,0,1,0,0,25,0.65,2
1,0,0,0,0,0,1,0,23,0.31,1
0,1,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,17,4.18,1
0,1,0,0,0,1,0,0,12,0.54,1
0,1,0,0,0,1,0,0,4,0.58,17
0,1,0,0,0,1,0,0,213,7.71,2
0,1,0,0,0,1,0,0,4,0.16,1
0,0,0,1,0,1,0,0,6,0.36,4
1,0,0,0,0,0,1,0,33,2.3,1
1,0,0,0,0,0,1,0,2,0.14,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,11,1.11,5
0,1,0,0,0,0,1,0,66,2.35,1
1,0,0,0,0,0,1,0,81,2.36,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,3,0.08,1
0,1,0,0,0,0,0,1,18,1.53,34
1,0,0,0,0,0,1,0,3,0.23,1
1,0,0,0,0,0,1,0,3,0.45,1
0,1,0,0,0,1,0,0,21,0.58,2
1,0,0,0,0,1,0,0,25,5.95,3
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,5,0.09,1
0,1,0,0,0,1,0,0,2,0.09,2
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,48,2.3,1
1,0,0,0,0,0,1,0,106,2.96,1
1,0,0,0,0,0,1,0,6,0.17,1
0,1,0,0,0,1,0,0,2,0.05,3
1,0,0,0,0,0,1,0,19,1.62,3
0,0,0,1,0,0,1,0,111,3.19,1
1,0,0,0,0,0,1,0,21,0.19,1
1,0,0,0,0,0,1,0,8,0.99,1
0,0,0,1,0,1,0,0,7,0.23,1
0,1,0,0,0,1,0,0,118,2.54,1
1,0,0,0,0,0,1,0,24,0.71,1
1,0,0,0,0,0,1,0,2,0.17,1
0,0,0,1,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,39,1.07,2
0,1,0,0,0,0,1,0,11,0.28,1
1,0,0,0,0,0,1,0,1,1.0,1
0,1,0,0,0,0,1,0,2,0.05,1
1,0,0,0,0,1,0,0,9,0.31,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,35,0.81,2
0,1,0,0,0,0,1,0,55,0.73,2
1,0,0,0,0,1,0,0,4,0.14,1
1,0,0,0,0,0,1,0,3,0.1,29
0,1,0,0,0,0,1,0,5,0.1,1
0,0,0,1,0,0,1,0,19,0.56,2
0,1,0,0,0,1,0,0,2,0.11,1
1,0,0,0,0,1,0,0,2,2.0,1
0,0,1,0,0,0,1,0,1,0.04,1
0,0,0,1,0,1,0,0,1,0.06,1
1,0,0,0,0,1,0,0,9,0.36,3
0,0,0,1,0,1,0,0,2,0.62,103
0,1,0,0,0,0,1,0,54,1.91,1
1,0,0,0,0,0,1,0,177,2.82,2
0,1,0,0,0,0,1,0,1,0.03,1
0,0,0,1,0,0,1,0,4,0.27,1
0,0,1,0,0,1,0,0,0,0.0,7
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,17,2.17,1
0,0,1,0,0,0,1,0,1,1.0,1
0,1,0,0,0,1,0,0,7,1.75,13
1,0,0,0,0,1,0,0,1,0.03,2
1,0,0,0,0,0,1,0,9,1.8,1
1,0,0,0,0,1,0,0,19,1.5,1
1,0,0,0,0,1,0,0,64,0.93,1
0,1,0,0,0,1,0,0,40,2.15,3
1,0,0,0,0,1,0,0,20,2.49,30
1,0,0,0,0,0,1,0,3,0.13,1
1,0,0,0,0,0,1,0,23,1.1,1
0,0,0,1,0,1,0,0,0,0.0,1
0,0,0,1,0,0,1,0,94,4.73,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,32,1.63,1
1,0,0,0,0,1,0,0,3,0.09,1
0,1,0,0,0,1,0,0,4,0.09,1
0,1,0,0,0,1,0,0,96,3.9,1
1,0,0,0,0,0,0,1,55,1.34,2
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,1,0.04,1
0,0,1,0,0,0,1,0,35,3.13,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,3,1.91,1
1,0,0,0,0,0,1,0,59,1.89,1
1,0,0,0,0,0,0,1,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,0,1,0,1,0.29,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,2
0,0,0,1,0,1,0,0,90,4.31,2
0,1,0,0,0,1,0,0,1,0.06,1
0,1,0,0,0,1,0,0,199,5.07,1
1,0,0,0,0,1,0,0,2,0.05,1
0,0,0,1,0,0,1,0,47,3.47,3
0,0,0,1,0,1,0,0,3,0.47,15
1,0,0,0,0,0,1,0,16,0.27,1
1,0,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,1,0,0,218,5.98,6
1,0,0,0,0,1,0,0,98,3.25,10
1,0,0,0,0,0,1,0,51,1.96,1
1,0,0,0,0,1,0,0,41,2.56,2
1,0,0,0,0,0,1,0,13,2.32,1
0,1,0,0,0,0,1,0,8,0.29,3
1,0,0,0,0,0,1,0,4,0.23,33
1,0,0,0,0,0,1,0,11,2.73,327
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,3,0.12,1
1,0,0,0,0,0,1,0,1,0.05,96
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,2,0.19,10
0,1,0,0,0,1,0,0,1,0.67,1
0,1,0,0,0,1,0,0,11,0.81,2
0,1,0,0,0,1,0,0,61,1.17,7
1,0,0,0,0,0,1,0,3,3.0,1
0,0,0,1,0,0,1,0,17,2.23,3
1,0,0,0,0,0,1,0,24,0.91,1
1,0,0,0,0,0,1,0,2,0.65,1
0,0,0,1,0,0,1,0,63,2.21,1
1,0,0,0,0,0,1,0,2,0.11,1
1,0,0,0,0,0,1,0,1,0.04,96
0,1,0,0,0,1,0,0,3,0.13,1
1,0,0,0,0,0,1,0,18,2.09,1
0,0,0,1,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,15,2.76,2
0,1,0,0,0,1,0,0,208,5.89,5
0,1,0,0,0,0,1,0,8,2.67,1
1,0,0,0,0,0,1,0,12,2.55,1
1,0,0,0,0,0,1,0,81,5.8,1
0,1,0,0,0,0,1,0,131,3.09,2
0,0,1,0,0,0,1,0,2,0.1,2
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,6,0.09,1
1,0,0,0,0,0,1,0,21,0.37,1
0,1,0,0,0,1,0,0,55,1.46,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,72,3.12,1
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,1,0,0,117,4.2,4
0,0,0,1,0,1,0,0,12,0.35,1
0,1,0,0,0,0,1,0,0,0.0,1
0,0,1,0,0,1,0,0,1,0.08,1
0,1,0,0,0,1,0,0,0,0.0,9
0,1,0,0,0,0,1,0,13,3.0,1
1,0,0,0,0,1,0,0,7,1.11,2
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,37
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,220,6.0,6
0,0,0,1,0,0,1,0,4,0.09,1
1,0,0,0,0,1,0,0,2,0.24,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,5,3.33,2
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,2,0.15,1
1,0,0,0,0,0,1,0,0,0.0,7
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,2,0.04,1
0,1,0,0,0,0,1,0,7,0.1,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,4,0.29,1
1,0,0,0,0,1,0,0,69,1.77,2
0,1,0,0,0,1,0,0,6,0.7,1
1,0,0,0,0,1,0,0,1,1.0,2
0,1,0,0,0,0,1,0,7,0.12,1
0,1,0,0,0,0,1,0,9,3.51,1
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,0,1,0,35,2.26,2
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,23,0.7,3
1,0,0,0,0,0,1,0,56,1.9,1
0,1,0,0,0,0,1,0,117,1.28,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,16,0.37,1
0,1,0,0,0,1,0,0,1,0.75,1
0,1,0,0,0,1,0,0,26,2.02,4
1,0,0,0,0,1,0,0,2,0.31,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,1,0.02,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,12,0.59,1
0,1,0,0,0,1,0,0,8,0.69,2
1,0,0,0,0,1,0,0,21,0.46,1
0,0,0,1,0,1,0,0,4,4.0,2
0,1,0,0,0,0,0,1,57,3.27,1
1,0,0,0,0,0,1,0,7,0.38,1
0,1,0,0,0,1,0,0,5,5.0,3
0,1,0,0,0,0,1,0,73,2.39,1
0,0,0,1,0,0,1,0,3,3.0,2
1,0,0,0,0,0,1,0,8,0.19,1
0,1,0,0,0,0,1,0,0,0.0,2
0,0,0,1,0,1,0,0,79,3.15,10
1,0,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,0,1,0,134,4.17,1
0,1,0,0,0,1,0,0,18,0.63,1
0,1,0,0,0,0,0,1,48,1.45,1
0,1,0,0,0,0,0,1,0,0.0,4
1,0,0,0,0,0,1,0,138,2.74,1
1,0,0,0,0,0,1,0,1,1.0,1
0,1,0,0,0,1,0,0,4,0.16,2
1,0,0,0,0,1,0,0,45,0.92,1
1,0,0,0,0,1,0,0,36,2.52,2
0,0,0,1,0,1,0,0,5,0.61,2
1,0,0,0,0,0,1,0,11,5.08,1
0,1,0,0,0,1,0,0,52,2.21,1
0,0,0,1,0,0,1,0,57,1.33,8
1,0,0,0,0,1,0,0,30,1.88,2
0,1,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,7,0.75,4
1,0,0,0,0,0,1,0,0,0.0,121
1,0,0,0,0,1,0,0,67,5.19,2
1,0,0,0,0,0,1,0,117,4.94,1
1,0,0,0,0,1,0,0,4,0.37,103
0,1,0,0,0,0,1,0,9,0.77,1
0,1,0,0,0,1,0,0,1,0.61,2
0,0,0,1,0,0,0,1,56,9.13,8
1,0,0,0,0,1,0,0,0,0.0,1
0,0,1,0,0,1,0,0,36,3.69,2
1,0,0,0,0,1,0,0,123,3.72,1
1,0,0,0,0,1,0,0,7,3.75,1
1,0,0,0,0,0,1,0,2,0.1,2
1,0,0,0,0,0,1,0,0,0.0,1
0,0,1,0,0,1,0,0,26,0.85,2
0,1,0,0,0,1,0,0,4,0.42,4
0,1,0,0,0,1,0,0,4,0.36,2
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,18,1.87,1
1,0,0,0,0,0,1,0,56,2.01,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,73,8.62,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,2,0.14,1
0,0,1,0,0,0,1,0,4,0.63,1
0,1,0,0,0,1,0,0,3,3.0,1
1,0,0,0,0,0,1,0,4,4.0,1
0,1,0,0,0,0,1,0,12,0.5,1
1,0,0,0,0,0,0,1,1,0.11,1
1,0,0,0,0,1,0,0,198,3.1,1
0,1,0,0,0,0,1,0,44,1.11,2
0,1,0,0,0,0,1,0,105,2.45,1
0,1,0,0,0,0,1,0,207,4.26,1
0,1,0,0,0,1,0,0,33,3.14,3
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,7,0.57,3
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,0,1,0,1,0,8,0.4,1
1,0,0,0,0,1,0,0,2,0.03,2
0,1,0,0,0,1,0,0,3,0.16,1
1,0,0,0,0,0,1,0,1,0.73,87
0,1,0,0,0,1,0,0,135,6.62,1
0,1,0,0,0,1,0,0,1,0.08,4
0,0,0,1,0,1,0,0,70,1.48,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,6,0.8,1
0,0,0,1,0,0,0,1,5,0.22,4
0,1,0,0,0,0,1,0,1,0.31,6
0,0,0,1,0,1,0,0,3,0.19,5
1,0,0,0,0,0,1,0,10,0.47,1
0,1,0,0,0,0,1,0,18,1.53,1
1,0,0,0,0,1,0,0,53,3.33,1
0,1,0,0,0,0,1,0,28,2.99,1
0,1,0,0,0,0,1,0,3,0.08,1
0,1,0,0,0,1,0,0,2,0.06,1
1,0,0,0,0,1,0,0,3,0.17,3
1,0,0,0,0,0,1,0,0,0.0,3
1,0,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,0,1,0,16,2.81,1
1,0,0,0,0,0,1,0,8,0.15,1
1,0,0,0,0,1,0,0,1,0.02,1
0,0,0,1,0,1,0,0,96,6.56,3
0,0,0,0,1,1,0,0,59,0.72,2
0,1,0,0,0,0,0,1,2,1.05,10
1,0,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,1,0,0,73,4.69,1
0,1,0,0,0,1,0,0,2,0.08,1
1,0,0,0,0,1,0,0,0,0.0,3
1,0,0,0,0,0,1,0,116,5.99,1
0,1,0,0,0,1,0,0,26,0.8,1
0,0,0,1,0,0,1,0,1,0.08,1
1,0,0,0,0,0,1,0,13,0.92,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,7,0.83,2
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,0,1,0,3,0.08,3
